date,cost_of_sales,selling_price,net_profit,project_name,project_category,project_status
2018-12-28,4888.09,6584.52,1696.43,Proj4,Category2,In - Progress
2018-12-31,9319.95,7962.335999999999,1457.53,Proj5,Category2,On - hold
2019-01-02,5044.13,6665.94,1621.81,Proj2,Category1,In - Progress
2019-01-03,5012.25,6463.5,1451.25,Proj6,Category2,On - hold
2019-01-04,4974.49,6738.86,1764.37,Proj2,Category1,In - Progress
2019-01-07,5252.81,6823.47,1570.66,Proj7,Category3,On - hold
2019-01-08,5139.09,6897.0,1757.91,Proj3,Category1,In - Progress
2019-01-09,5402.36,6957.08,1554.72,Proj8,Category3,Completed
2019-01-10,5119.92,6986.07,1866.15,Proj8,Category3,Completed
2019-01-11,5287.14,6971.48,1684.34,Proj4,Category2,In - Progress
2019-01-14,4926.62,6905.92,1979.3,Proj7,Category3,On - hold
2019-01-15,5162.94,7023.83,1860.89,Proj7,Category3,On - hold
2019-01-16,5420.35,7034.69,1614.34,Proj4,Category2,In - Progress
2019-01-17,5150.43,7084.46,1934.03,Proj1,Category1,In - Progress
2019-01-18,5282.67,7157.23,1874.56,Proj8,Category3,Completed
2019-01-22,5326.14,7020.36,1694.22,Proj8,Category3,Completed
2019-01-23,9385.866,8430.924,1811.4,Proj5,Category2,On - hold
2019-01-24,5321.75,7073.46,1751.71,Proj4,Category2,In - Progress
2019-01-25,13342.15,12180.261999999999,1828.0,Proj9,Category3,Completed
2019-01-28,13196.199999999999,12045.656,1807.2,Proj9,Category3,Completed
2019-01-29,5161.3,7028.29,1866.99,Proj4,Category2,In - Progress
2019-01-30,9589.536000000002,8619.696,1855.56,Proj5,Category2,On - hold
2019-01-31,5532.33,7281.74,1749.41,Proj6,Category2,On - hold
2019-02-01,5452.24,7263.87,1811.63,Proj7,Category3,On - hold
2019-02-04,5460.85,7347.54,1886.69,Proj4,Category2,In - Progress
2019-02-05,5535.82,7402.08,1866.26,Proj6,Category2,On - hold
2019-02-06,5449.21,7375.28,1926.07,Proj4,Category2,In - Progress
2019-02-07,5324.5,7288.35,1963.85,Proj1,Category1,In - Progress
2019-02-08,5592.84,7298.2,1705.36,Proj3,Category1,In - Progress
2019-02-11,5556.78,7307.9,1751.12,Proj6,Category2,On - hold
2019-02-12,5562.28,7414.62,1852.34,Proj8,Category3,Completed
2019-02-13,5471.98,7420.38,1948.4,Proj3,Category1,In - Progress
2019-02-14,10055.268,8912.34,1840.69,Proj5,Category2,On - hold
2019-02-15,10112.904,8966.892,1854.13,Proj5,Category2,On - hold
2019-02-19,5712.29,7486.77,1774.48,Proj1,Category1,In - Progress
2019-02-20,5711.94,7489.07,1777.13,Proj3,Category1,In - Progress
2019-02-21,5700.84,7459.71,1758.87,Proj1,Category1,In - Progress
2019-02-22,5459.83,7527.54,2067.71,Proj7,Category3,On - hold
2019-02-25,5648.8,7554.46,1905.66,Proj4,Category2,In - Progress
2019-02-26,5769.01,7549.3,1780.29,Proj6,Category2,On - hold
2019-02-27,5726.47,7554.51,1828.04,Proj6,Category2,On - hold
2019-02-28,5625.35,7532.53,1907.18,Proj7,Category3,On - hold
2019-03-01,5984.54,7595.35,1610.81,Proj4,Category2,In - Progress
2019-03-04,14239.125,12881.868999999999,1881.92,Proj9,Category3,Completed
2019-03-05,5651.71,7576.36,1924.65,Proj3,Category1,In - Progress
2019-03-06,5827.75,7505.92,1678.17,Proj4,Category2,In - Progress
2019-03-07,5532.7,7421.46,1888.76,Proj4,Category2,In - Progress
2019-03-08,5570.22,7408.14,1837.92,Proj1,Category1,In - Progress
2019-03-11,5751.73,7558.06,1806.33,Proj2,Category1,In - Progress
2019-03-12,5878.91,7591.03,1712.12,Proj8,Category3,Completed
2019-03-13,5704.68,7643.41,1938.73,Proj1,Category1,In - Progress
2019-03-14,5872.45,7630.91,1758.46,Proj1,Category1,In - Progress
2019-03-15,14615.2,13070.500999999998,1842.45,Proj9,Category3,Completed
2019-03-18,5851.82,7714.48,1862.66,Proj2,Category1,In - Progress
2019-03-19,10504.494,9268.74,1888.12,Proj5,Category2,On - hold
2019-03-20,5730.94,7728.97,1998.03,Proj3,Category1,In - Progress
2019-03-21,5978.39,7838.96,1860.57,Proj2,Category1,In - Progress
2019-03-22,5703.63,7642.67,1939.04,Proj8,Category3,Completed
2019-03-25,10184.580000000002,9165.047999999999,1979.44,Proj5,Category2,On - hold
2019-03-26,5539.09,7691.52,2152.43,Proj7,Category3,On - hold
2019-03-27,5810.13,7643.38,1833.25,Proj8,Category3,Completed
2019-03-28,5722.15,7669.17,1947.02,Proj8,Category3,Completed
2019-03-29,5787.3,7729.32,1942.02,Proj4,Category2,In - Progress
2019-04-01,5713.19,7828.91,2115.72,Proj4,Category2,In - Progress
2019-04-02,6072.16,7848.69,1776.53,Proj2,Category1,In - Progress
2019-04-03,5993.28,7895.55,1902.27,Proj7,Category3,On - hold
2019-04-04,5904.69,7891.78,1987.09,Proj4,Category2,In - Progress
2019-04-05,6152.93,7938.69,1785.76,Proj2,Category1,In - Progress
2019-04-08,5967.2,7953.88,1986.68,Proj2,Category1,In - Progress
2019-04-09,14529.0,13445.776,2097.68,Proj9,Category3,Completed
2019-04-10,14996.300000000001,13539.207999999999,1965.73,Proj9,Category3,Completed
2019-04-11,14875.375,13510.511999999999,1997.21,Proj9,Category3,Completed
2019-04-12,6252.27,7984.16,1731.89,Proj6,Category2,On - hold
2019-04-15,5858.0,7976.01,2118.01,Proj3,Category1,In - Progress
2019-04-16,14840.574999999999,13600.391,2064.0,Proj9,Category3,Completed
2019-04-17,10234.44,9595.296,2310.28,Proj5,Category2,On - hold
2019-04-18,5897.83,7998.06,2100.23,Proj7,Category3,On - hold
2019-04-22,10890.612000000001,9618.324,1964.93,Proj5,Category2,On - hold
2019-04-23,6095.17,8120.82,2025.65,Proj6,Category2,On - hold
2019-04-24,6049.71,8102.01,2052.3,Proj1,Category1,In - Progress
2019-04-25,5864.15,8118.68,2254.53,Proj6,Category2,On - hold
2019-04-26,5920.43,8146.4,2225.97,Proj6,Category2,On - hold
2019-04-29,14908.925,13875.145,2198.28,Proj9,Category3,Completed
2019-04-30,6098.09,8095.39,1997.3,Proj8,Category3,Completed
2019-05-01,5905.59,8049.64,2144.05,Proj8,Category3,Completed
2019-05-02,6197.47,8036.77,1839.3,Proj7,Category3,On - hold
2019-05-03,6143.91,8164.0,2020.09,Proj1,Category1,In - Progress
2019-05-06,6096.22,8123.29,2027.07,Proj1,Category1,In - Progress
2019-05-07,5856.08,7963.76,2107.68,Proj7,Category3,On - hold
2019-05-08,5970.53,7943.32,1972.79,Proj3,Category1,In - Progress
2019-05-09,6185.13,7910.59,1725.46,Proj8,Category3,Completed
2019-05-10,6014.92,7916.94,1902.02,Proj4,Category2,In - Progress
2019-05-13,5909.35,7647.02,1737.67,Proj1,Category1,In - Progress
2019-05-14,5616.08,7734.49,2118.41,Proj6,Category2,On - hold
2019-05-15,5864.17,7822.15,1957.98,Proj7,Category3,On - hold
2019-05-16,6003.49,7898.05,1894.55,Proj3,Category1,In - Progress
2019-05-17,6004.69,7816.28,1811.59,Proj7,Category3,On - hold
2019-05-20,5890.59,7702.38,1811.79,Proj3,Category1,In - Progress
2019-05-21,14179.625,13235.724,2113.87,Proj9,Category3,Completed
2019-05-22,14654.825,13176.428,1888.91,Proj9,Category3,Completed
2019-05-23,14033.425,12968.076,2014.91,Proj9,Category3,Completed
2019-05-24,5800.66,7637.01,1836.35,Proj8,Category3,Completed
2019-05-28,5698.99,7607.35,1908.36,Proj2,Category1,In - Progress
2019-05-29,14187.7,12830.427,1872.23,Proj9,Category3,Completed
2019-05-30,5952.64,7567.72,1615.08,Proj4,Category2,In - Progress
2019-05-31,5628.67,7453.15,1824.48,Proj7,Category3,On - hold
2019-06-03,5485.46,7333.02,1847.56,Proj7,Category3,On - hold
2019-06-04,5656.43,7527.12,1870.69,Proj6,Category2,On - hold
2019-06-05,5735.99,7575.48,1839.49,Proj2,Category1,In - Progress
2019-06-06,5492.61,7615.55,2122.94,Proj6,Category2,On - hold
2019-06-07,5930.49,7742.1,1811.61,Proj6,Category2,On - hold
2019-06-10,5759.92,7823.17,2063.25,Proj4,Category2,In - Progress
2019-06-11,5844.21,7822.57,1978.36,Proj7,Category3,On - hold
2019-06-12,5911.68,7792.72,1881.04,Proj1,Category1,In - Progress
2019-06-13,5779.03,7837.13,2058.1,Proj2,Category1,In - Progress
2019-06-14,5683.23,7796.66,2113.43,Proj2,Category1,In - Progress
2019-06-17,5936.38,7845.02,1908.64,Proj8,Category3,Completed
2019-06-18,5782.1,7953.88,2171.78,Proj1,Category1,In - Progress
2019-06-19,5992.35,7987.32,1994.97,Proj4,Category2,In - Progress
2019-06-20,10982.7,9661.608,1949.84,Proj5,Category2,On - hold
2019-06-21,10893.042,9638.052,1980.02,Proj5,Category2,On - hold
2019-06-24,10844.369999999999,9606.84,1981.05,Proj5,Category2,On - hold
2019-06-25,6147.1,7884.72,1737.62,Proj1,Category1,In - Progress
2019-06-26,14874.925000000001,13446.949,1960.0,Proj9,Category3,Completed
2019-06-27,15059.849999999999,13545.192000000001,1943.82,Proj9,Category3,Completed
2019-06-28,14978.125,13610.608,2014.99,Proj9,Category3,Completed
2019-07-01,6155.57,8091.16,1935.59,Proj8,Category3,Completed
2019-07-02,6232.5,8109.09,1876.59,Proj1,Category1,In - Progress
2019-07-03,5975.9,8170.23,2194.33,Proj8,Category3,Completed
2019-07-05,15639.75,13875.043,1905.89,Proj9,Category3,Completed
2019-07-08,6038.69,8098.38,2059.69,Proj3,Category1,In - Progress
2019-07-09,6112.25,8141.73,2029.48,Proj2,Category1,In - Progress
2019-07-10,6145.66,8202.53,2056.87,Proj8,Category3,Completed
2019-07-11,6279.99,8196.04,1916.05,Proj1,Category1,In - Progress
2019-07-12,6099.97,8244.14,2144.17,Proj4,Category2,In - Progress
2019-07-15,6196.82,8258.19,2061.37,Proj7,Category3,On - hold
2019-07-16,11283.624000000002,9867.359999999999,1954.12,Proj5,Category2,On - hold
2019-07-17,6091.76,8185.21,2093.45,Proj1,Category1,In - Progress
2019-07-18,6171.46,8207.24,2035.78,Proj4,Category2,In - Progress
2019-07-19,6020.23,8146.49,2126.26,Proj7,Category3,On - hold
2019-07-22,6088.37,8204.14,2115.77,Proj8,Category3,Completed
2019-07-23,6051.65,8251.4,2199.75,Proj2,Category1,In - Progress
2019-07-24,6338.82,8321.5,1982.68,Proj7,Category3,On - hold
2019-07-25,15355.225,14005.518000000002,2096.45,Proj9,Category3,Completed
2019-07-26,6282.91,8330.21,2047.3,Proj8,Category3,Completed
2019-07-29,15638.775000000001,14098.661,2037.82,Proj9,Category3,Completed
2019-07-30,6078.67,8273.61,2194.94,Proj4,Category2,In - Progress
2019-07-31,6161.29,8175.42,2014.13,Proj6,Category2,On - hold
2019-08-01,6213.71,8111.12,1897.41,Proj7,Category3,On - hold
2019-08-02,6071.2,8004.07,1932.87,Proj4,Category2,In - Progress
2019-08-05,5679.3,7726.04,2046.74,Proj4,Category2,In - Progress
2019-08-06,5764.35,7833.27,2068.92,Proj6,Category2,On - hold
2019-08-07,5998.68,7862.83,1864.15,Proj1,Category1,In - Progress
2019-08-08,10810.836000000001,9646.992,2033.14,Proj5,Category2,On - hold
2019-08-09,6091.71,7959.14,1867.43,Proj7,Category3,On - hold
2019-08-12,5860.24,7863.41,2003.17,Proj1,Category1,In - Progress
2019-08-13,6107.28,8016.36,1909.08,Proj6,Category2,On - hold
2019-08-14,5719.67,7773.94,2054.27,Proj6,Category2,On - hold
2019-08-15,5860.1,7766.62,1906.52,Proj8,Category3,Completed
2019-08-16,10625.634,9475.188,1992.86,Proj5,Category2,On - hold
2019-08-19,6174.01,8002.81,1828.8,Proj6,Category2,On - hold
2019-08-20,5834.61,7948.56,2113.95,Proj3,Category1,In - Progress
2019-08-21,10605.528,9624.252,2128.25,Proj5,Category2,On - hold
2019-08-22,5924.62,7991.39,2066.77,Proj7,Category3,On - hold
2019-08-23,6016.26,7751.77,1735.51,Proj4,Category2,In - Progress
2019-08-26,5882.13,7853.74,1971.61,Proj2,Category1,In - Progress
2019-08-27,10439.334,9392.34,2027.32,Proj5,Category2,On - hold
2019-08-28,5887.83,7856.88,1969.05,Proj2,Category1,In - Progress
2019-08-29,14847.8,13554.763,2034.27,Proj9,Category3,Completed
2019-08-30,5980.8,7962.88,1982.07,Proj6,Category2,On - hold
2019-09-03,5905.53,7874.16,1968.63,Proj2,Category1,In - Progress
2019-09-04,5959.89,7976.88,2016.99,Proj1,Category1,In - Progress
2019-09-05,6038.24,8116.83,2078.59,Proj1,Category1,In - Progress
2019-09-06,6116.73,8103.07,1986.34,Proj4,Category2,In - Progress
2019-09-09,6078.4,8087.44,2009.04,Proj1,Category1,In - Progress
2019-09-10,6049.74,8084.16,2034.42,Proj1,Category1,In - Progress
2019-09-11,6222.42,8169.68,1947.26,Proj7,Category3,On - hold
2019-09-12,6140.86,8194.47,2053.61,Proj2,Category1,In - Progress
2019-09-13,6168.31,8176.71,2008.4,Proj7,Category3,On - hold
2019-09-16,6082.21,8153.54,2071.33,Proj3,Category1,In - Progress
2019-09-17,6053.22,8186.02,2132.8,Proj7,Category3,On - hold
2019-09-18,6085.61,8177.39,2091.78,Proj4,Category2,In - Progress
2019-09-19,6124.72,8182.88,2058.16,Proj7,Category3,On - hold
2019-09-20,5939.86,8117.67,2177.81,Proj2,Category1,In - Progress
2019-09-23,6035.36,8112.46,2077.1,Proj7,Category3,On - hold
2019-09-24,5925.4,7993.63,2068.23,Proj6,Category2,On - hold
2019-09-25,5924.26,8077.38,2153.12,Proj6,Category2,On - hold
2019-09-26,6139.78,8030.66,1890.88,Proj1,Category1,In - Progress
2019-09-27,5964.41,7939.63,1975.22,Proj3,Category1,In - Progress
2019-09-30,5922.63,7999.34,2076.71,Proj2,Category1,In - Progress
2019-10-01,5912.06,7908.68,1996.62,Proj8,Category3,Completed
2019-10-02,10562.256000000001,9342.3,1917.33,Proj5,Category2,On - hold
2019-10-03,5838.75,7872.26,2033.51,Proj3,Category1,In - Progress
2019-10-04,5907.58,7982.47,2074.89,Proj4,Category2,In - Progress
2019-10-07,6065.47,7956.29,1890.82,Proj6,Category2,On - hold
2019-10-08,6041.66,7823.78,1782.12,Proj1,Category1,In - Progress
2019-10-09,10779.894,9484.488,1914.91,Proj5,Category2,On - hold
2019-10-10,10707.21,9540.936,2002.33,Proj5,Category2,On - hold
2019-10-11,6092.26,8057.04,1964.78,Proj6,Category2,On - hold
2019-10-14,6082.12,8048.65,1966.53,Proj1,Category1,In - Progress
2019-10-15,6170.51,8148.71,1978.2,Proj1,Category1,In - Progress
2019-10-16,11016.216,9749.016,2004.06,Proj5,Category2,On - hold
2019-10-17,6156.47,8156.85,2000.38,Proj4,Category2,In - Progress
2019-10-18,6166.45,8089.54,1923.09,Proj6,Category2,On - hold
2019-10-21,6083.39,8162.99,2079.6,Proj4,Category2,In - Progress
2019-10-22,6013.3,8104.3,2091.0,Proj1,Category1,In - Progress
2019-10-23,11262.69,9743.748,1862.74,Proj5,Category2,On - hold
2019-10-24,6153.71,8185.8,2032.09,Proj7,Category3,On - hold
2019-10-25,6027.16,8243.12,2215.96,Proj3,Category1,In - Progress
2019-10-28,15200.325,14154.182999999999,2245.86,Proj9,Category3,Completed
2019-10-29,5974.19,8276.85,2302.66,Proj4,Category2,In - Progress
2019-10-30,6127.45,8303.98,2176.53,Proj4,Category2,In - Progress
2019-10-31,6035.05,8292.36,2257.31,Proj3,Category1,In - Progress
2019-11-01,6231.35,8386.4,2155.05,Proj8,Category3,Completed
2019-11-04,6307.24,8433.2,2125.96,Proj4,Category2,In - Progress
2019-11-05,6368.35,8434.68,2066.33,Proj7,Category3,On - hold
2019-11-06,6188.58,8410.63,2222.05,Proj1,Category1,In - Progress
2019-11-07,15731.875,14338.684000000001,2141.77,Proj9,Category3,Completed
2019-11-08,6454.23,8475.31,2021.08,Proj1,Category1,In - Progress
2019-11-11,6260.85,8464.28,2203.43,Proj4,Category2,In - Progress
2019-11-12,6392.11,8486.09,2093.98,Proj6,Category2,On - hold
2019-11-13,15804.275,14419.57,2160.39,Proj9,Category3,Completed
2019-11-14,6325.69,8479.02,2153.33,Proj1,Category1,In - Progress
2019-11-15,6374.6,8540.83,2166.23,Proj2,Category1,In - Progress
2019-11-18,11670.012,10259.928,2066.6,Proj5,Category2,On - hold
2019-11-19,6334.12,8570.66,2236.54,Proj4,Category2,In - Progress
2019-11-20,6405.77,8526.73,2120.96,Proj4,Category2,In - Progress
2019-11-21,11584.386,10207.452,2070.44,Proj5,Category2,On - hold
2019-11-22,11455.596000000001,10223.855999999998,2155.66,Proj5,Category2,On - hold
2019-11-25,6460.63,8632.49,2171.86,Proj8,Category3,Completed
2019-11-26,6355.33,8647.93,2292.6,Proj1,Category1,In - Progress
2019-11-27,11828.736,10446.216,2133.66,Proj5,Category2,On - hold
2019-11-29,6492.94,8665.47,2172.53,Proj8,Category3,Completed
2019-12-02,6543.38,8567.99,2024.61,Proj3,Category1,In - Progress
2019-12-03,6482.96,8520.64,2037.68,Proj3,Category1,In - Progress
2019-12-04,11467.008000000002,10280.003999999999,2196.11,Proj5,Category2,On - hold
2019-12-05,6465.48,8570.7,2105.22,Proj8,Category3,Completed
2019-12-06,6484.78,8656.53,2171.75,Proj7,Category3,On - hold
2019-12-09,6459.38,8621.83,2162.45,Proj2,Category1,In - Progress
2019-12-10,6694.23,8616.18,1921.95,Proj7,Category3,On - hold
2019-12-11,11872.71,10384.859999999999,2058.1,Proj5,Category2,On - hold
2019-12-12,6739.28,8717.32,1978.04,Proj3,Category1,In - Progress
2019-12-13,11696.526,10481.855999999998,2236.81,Proj5,Category2,On - hold
2019-12-16,6567.49,8814.23,2246.74,Proj7,Category3,On - hold
2019-12-17,12229.002,10588.032000000001,2029.47,Proj5,Category2,On - hold
2019-12-18,6649.31,8827.74,2178.43,Proj1,Category1,In - Progress
2019-12-19,6578.45,8887.22,2308.77,Proj2,Category1,In - Progress
2019-12-20,6509.52,8924.96,2415.44,Proj2,Category1,In - Progress
2019-12-23,6798.98,8945.65,2146.67,Proj8,Category3,Completed
2019-12-24,16702.3,15219.895999999999,2271.96,Proj9,Category3,Completed
2019-12-26,6851.55,9022.39,2170.84,Proj2,Category1,In - Progress
2019-12-27,11850.804,10807.944000000001,2422.84,Proj5,Category2,On - hold
2019-12-30,6745.7,8945.99,2200.29,Proj7,Category3,On - hold
2019-12-31,6823.63,8972.6,2148.97,Proj3,Category1,In - Progress
2020-01-02,12463.2,10910.628,2168.19,Proj5,Category2,On - hold
2020-01-03,6726.64,9020.77,2294.13,Proj2,Category1,In - Progress
2020-01-06,6917.8,9071.47,2153.67,Proj2,Category1,In - Progress
2020-01-07,6799.62,9068.58,2268.96,Proj3,Category1,In - Progress
2020-01-08,6992.21,9129.24,2137.03,Proj4,Category2,In - Progress
2020-01-09,6988.89,9203.43,2214.54,Proj4,Category2,In - Progress
2020-01-10,6926.59,9178.86,2252.27,Proj7,Category3,On - hold
2020-01-13,7026.85,9273.93,2247.08,Proj4,Category2,In - Progress
2020-01-14,6743.96,9251.33,2507.37,Proj2,Category1,In - Progress
2020-01-15,6970.97,9258.7,2287.73,Proj2,Category1,In - Progress
2020-01-16,6991.35,9357.13,2365.78,Proj8,Category3,Completed
2020-01-17,7099.62,9388.94,2289.32,Proj7,Category3,On - hold
2020-01-21,6984.73,9370.81,2386.08,Proj4,Category2,In - Progress
2020-01-22,7061.85,9383.77,2321.92,Proj4,Category2,In - Progress
2020-01-23,7072.93,9402.48,2329.55,Proj4,Category2,In - Progress
2020-01-24,6904.02,9314.91,2410.89,Proj4,Category2,In - Progress
2020-01-27,6853.64,9139.31,2285.67,Proj3,Category1,In - Progress
2020-01-28,17648.125,15758.456,2210.43,Proj9,Category3,Completed
2020-01-29,7001.78,9275.16,2273.38,Proj7,Category3,On - hold
2020-01-30,6951.64,9298.93,2347.29,Proj3,Category1,In - Progress
2020-01-31,6799.3,9150.94,2351.64,Proj7,Category3,On - hold
2020-02-03,6927.04,9273.4,2346.36,Proj7,Category3,On - hold
2020-02-04,7363.37,9467.97,2104.6,Proj2,Category1,In - Progress
2020-02-05,7017.94,9508.68,2490.74,Proj8,Category3,Completed
2020-02-06,6984.95,9572.15,2587.2,Proj8,Category3,Completed
2020-02-07,17741.775,16184.867,2423.8,Proj9,Category3,Completed
2020-02-10,13158.828,11554.068,2317.93,Proj5,Category2,On - hold
2020-02-11,7193.9,9638.94,2445.04,Proj6,Category2,On - hold
2020-02-12,7293.73,9725.96,2432.23,Proj7,Category3,On - hold
2020-02-13,7318.46,9711.97,2393.51,Proj4,Category2,In - Progress
2020-02-14,13448.466,11677.416,2259.81,Proj5,Category2,On - hold
2020-02-18,7217.29,9732.74,2515.45,Proj1,Category1,In - Progress
2020-02-19,7248.64,9817.18,2568.54,Proj6,Category2,On - hold
2020-02-20,13313.034,11701.163999999999,2354.84,Proj5,Category2,On - hold
2020-02-21,7128.19,9576.59,2448.4,Proj1,Category1,In - Progress
2020-02-24,16976.675,15676.176000000001,2430.61,Proj9,Category3,Completed
2020-02-25,6658.75,8965.61,2306.86,Proj7,Category3,On - hold
2020-02-26,6737.66,8980.78,2243.12,Proj6,Category2,On - hold
2020-02-27,6542.45,8566.48,2024.03,Proj2,Category1,In - Progress
2020-02-28,6320.51,8567.37,2246.86,Proj6,Category2,On - hold
2020-03-02,6660.89,8952.17,2291.28,Proj8,Category3,Completed
2020-03-03,6540.32,8684.09,2143.77,Proj3,Category1,In - Progress
2020-03-04,6814.39,9018.09,2203.7,Proj3,Category1,In - Progress
2020-03-05,6718.88,8738.59,2019.71,Proj1,Category1,In - Progress
2020-03-06,6321.02,8575.62,2254.6,Proj1,Category1,In - Progress
2020-03-09,5975.3,7950.68,1975.38,Proj1,Category1,In - Progress
2020-03-10,6440.06,8344.25,1904.19,Proj8,Category3,Completed
2020-03-11,10920.816,9542.46,1884.93,Proj5,Category2,On - hold
2020-03-12,13631.275000000001,12243.06,1749.29,Proj9,Category3,Completed
2020-03-13,10507.302000000001,9449.856,2037.49,Proj5,Category2,On - hold
2020-03-16,5041.89,6904.59,1862.7,Proj8,Category3,Completed
2020-03-17,9861.426,8801.735999999999,1856.21,Proj5,Category2,On - hold
2020-03-18,5240.56,6989.84,1749.28,Proj3,Category1,In - Progress
2020-03-19,5407.69,7150.58,1742.89,Proj3,Category1,In - Progress
2020-03-20,5373.6,6879.52,1505.92,Proj3,Category1,In - Progress
2020-03-23,4984.75,6860.67,1875.92,Proj2,Category1,In - Progress
2020-03-24,5439.34,7417.86,1978.52,Proj4,Category2,In - Progress
2020-03-25,5330.43,7384.3,2053.87,Proj1,Category1,In - Progress
2020-03-26,5844.81,7797.54,1952.73,Proj1,Category1,In - Progress
2020-03-27,5654.59,7502.38,1847.79,Proj8,Category3,Completed
2020-03-30,5813.02,7774.15,1961.13,Proj8,Category3,Completed
2020-03-31,5653.02,7700.1,2047.08,Proj8,Category3,Completed
2020-04-01,5302.75,7360.58,2057.83,Proj6,Category2,On - hold
2020-04-02,5576.8,7487.31,1910.51,Proj7,Category3,On - hold
2020-04-03,5528.66,7373.08,1844.43,Proj8,Category3,Completed
2020-04-06,5848.04,7913.24,2065.2,Proj3,Category1,In - Progress
2020-04-07,5866.77,7887.26,2020.49,Proj4,Category2,In - Progress
2020-04-08,6106.62,8090.9,1984.28,Proj1,Category1,In - Progress
2020-04-09,6077.45,8153.58,2076.13,Proj2,Category1,In - Progress
2020-04-13,6083.99,8192.42,2108.43,Proj1,Category1,In - Progress
2020-04-14,6247.46,8515.74,2268.28,Proj4,Category2,In - Progress
2020-04-15,6191.61,8393.18,2201.57,Proj6,Category2,On - hold
2020-04-16,6374.62,8532.36,2157.75,Proj4,Category2,In - Progress
2020-04-17,6484.27,8650.14,2165.87,Proj6,Category2,On - hold
2020-04-20,6351.32,8560.73,2209.42,Proj3,Category1,In - Progress
2020-04-21,15471.849999999999,14047.490999999998,2074.49,Proj9,Category3,Completed
2020-04-22,6305.01,8495.38,2190.37,Proj8,Category3,Completed
2020-04-23,6528.88,8494.75,1965.87,Proj6,Category2,On - hold
2020-04-24,6504.0,8634.52,2130.52,Proj3,Category1,In - Progress
2020-04-27,6612.63,8730.16,2117.53,Proj2,Category1,In - Progress
2020-04-28,6422.23,8607.73,2185.5,Proj4,Category2,In - Progress
2020-04-29,6688.12,8914.71,2226.59,Proj8,Category3,Completed
2020-04-30,16845.5,15112.234999999999,2151.35,Proj9,Category3,Completed
2020-05-01,6586.23,8604.95,2018.72,Proj8,Category3,Completed
2020-05-04,16760.525,14808.206999999999,2006.5,Proj9,Category3,Completed
2020-05-05,16459.875,14975.504,2225.17,Proj9,Category3,Completed
2020-05-06,6635.91,8854.39,2218.48,Proj4,Category2,In - Progress
2020-05-07,12065.868,10775.591999999999,2276.4,Proj5,Category2,On - hold
2020-05-08,6988.94,9121.32,2132.38,Proj8,Category3,Completed
2020-05-11,6857.61,9192.34,2334.73,Proj1,Category1,In - Progress
2020-05-12,6732.84,9002.55,2269.71,Proj2,Category1,In - Progress
2020-05-13,6795.51,8863.17,2067.66,Proj3,Category1,In - Progress
2020-05-14,11882.07,10732.463999999998,2342.57,Proj5,Category2,On - hold
2020-05-15,6913.89,9014.56,2100.67,Proj3,Category1,In - Progress
2020-05-18,12233.628,11081.796,2438.37,Proj5,Category2,On - hold
2020-05-19,6771.51,9185.1,2413.59,Proj7,Category3,On - hold
2020-05-20,7156.69,9375.78,2219.09,Proj6,Category2,On - hold
2020-05-21,17158.825,15784.295999999998,2421.35,Proj9,Category3,Completed
2020-05-22,12827.106,11189.508,2198.42,Proj5,Category2,On - hold
2020-05-26,7266.84,9340.22,2073.37,Proj4,Category2,In - Progress
2020-05-27,7101.7,9412.36,2310.66,Proj8,Category3,Completed
2020-05-28,7011.73,9368.99,2357.26,Proj2,Category1,In - Progress
2020-05-29,7146.45,9489.87,2343.42,Proj8,Category3,Completed
2020-06-01,12499.884,11462.46,2607.67,Proj5,Category2,On - hold
2020-06-02,7266.51,9608.38,2341.87,Proj8,Category3,Completed
2020-06-03,7378.11,9682.91,2304.8,Proj7,Category3,On - hold
2020-06-04,17962.575,16346.876999999999,2430.78,Proj9,Category3,Completed
2020-06-05,7270.13,9814.08,2543.95,Proj8,Category3,Completed
2020-06-08,7488.01,9924.75,2436.74,Proj6,Category2,On - hold
2020-06-09,19021.175,16921.375,2345.28,Proj9,Category3,Completed
2020-06-10,7425.09,10020.35,2595.26,Proj2,Category1,In - Progress
2020-06-11,7249.79,9492.73,2242.94,Proj4,Category2,In - Progress
2020-06-12,7155.91,9588.81,2432.89,Proj4,Category2,In - Progress
2020-06-15,7353.24,9726.02,2372.78,Proj6,Category2,On - hold
2020-06-16,7420.91,9895.87,2474.96,Proj1,Category1,In - Progress
2020-06-17,13613.022,11892.636,2347.74,Proj5,Category2,On - hold
2020-06-18,7436.43,9943.05,2506.62,Proj7,Category3,On - hold
2020-06-19,7490.25,9946.12,2455.87,Proj4,Category2,In - Progress
2020-06-22,7534.48,10056.48,2522.0,Proj8,Category3,Completed
2020-06-23,7640.68,10131.37,2490.69,Proj7,Category3,On - hold
2020-06-24,7378.19,9909.17,2530.98,Proj3,Category1,In - Progress
2020-06-25,13139.640000000001,12020.4,2717.2,Proj5,Category2,On - hold
2020-06-26,7356.7,9757.22,2400.52,Proj3,Category1,In - Progress
2020-06-29,7561.12,9874.15,2313.03,Proj4,Category2,In - Progress
2020-06-30,7662.44,10058.77,2396.33,Proj1,Category1,In - Progress
2020-07-01,7816.85,10154.63,2337.78,Proj4,Category2,In - Progress
2020-07-02,7481.41,10207.63,2726.22,Proj6,Category2,On - hold
