date,cost_of_sales,selling_price,net_profit,project_name
2018-01-19,9766.404,8803.655999999999,1910.6,Proj5
2018-01-22,14238.199999999999,12593.651,1712.75,Proj9
2018-01-23,9828.054,8952.348,2000.26,Proj5
2018-01-24,5724.22,7415.06,1690.84,Proj4
2018-01-25,5423.78,7411.16,1987.38,Proj8
2018-01-26,5653.97,7505.77,1851.8,Proj7
2018-01-29,5698.93,7466.51,1767.57,Proj2
2018-01-30,13715.4,12584.215999999999,1916.32,Proj9
2018-01-31,5619.25,7411.48,1792.23,Proj8
2018-02-01,5554.69,7385.86,1831.17,Proj6
2018-02-02,14031.675,12309.615,1628.28,Proj9
2018-02-05,5415.08,6967.53,1552.45,Proj4
2018-02-06,9574.632,8539.056,1796.64,Proj5
2018-02-07,5335.62,7051.98,1716.36,Proj7
2018-02-08,12950.75,11521.171999999999,1596.86,Proj9
2018-02-09,12594.175,11686.633,1836.82,Proj9
2018-02-12,5111.64,6981.96,1870.32,Proj1
2018-02-13,5249.0,7013.51,1764.51,Proj6
2018-02-14,5210.53,7143.62,1933.09,Proj6
2018-02-15,13722.349999999999,12335.931,1767.49,Proj9
2018-02-16,5229.65,7239.47,2009.82,Proj2
2018-02-20,5446.7,7234.31,1787.61,Proj3
2018-02-21,5374.11,7218.23,1844.12,Proj8
2018-02-22,9759.132,8652.108,1788.35,Proj5
2018-02-23,5242.68,7337.39,2094.71,Proj6
2018-02-26,5479.34,7421.46,1942.12,Proj8
2018-02-27,5304.5,7330.35,2025.85,Proj7
2018-02-28,5488.13,7273.01,1784.88,Proj3
2018-03-01,5466.93,7180.56,1713.63,Proj4
2018-03-02,5505.12,7257.87,1752.75,Proj1
2018-03-05,5533.99,7330.71,1796.72,Proj4
2018-03-06,5690.1,7372.01,1681.91,Proj3
2018-03-07,5741.62,7396.65,1655.03,Proj4
2018-03-08,5473.15,7427.95,1954.8,Proj4
2018-03-09,5681.83,7560.81,1878.98,Proj6
2018-03-12,5823.51,7588.32,1764.81,Proj6
2018-03-13,5508.9,7511.01,2002.11,Proj4
2018-03-14,14230.925,12744.577000000001,1804.44,Proj9
2018-03-15,5433.46,7481.74,2048.28,Proj2
2018-03-16,5579.49,7481.99,1902.5,Proj2
2018-03-19,5744.89,7344.24,1599.35,Proj2
2018-03-20,5511.17,7364.3,1853.13,Proj7
2018-03-21,13886.575,12486.993,1790.66,Proj9
2018-03-22,5494.29,7166.68,1672.39,Proj2
2018-03-23,5286.75,6992.67,1705.92,Proj1
2018-03-26,13210.775000000001,12274.918,1936.23,Proj9
2018-03-27,5030.53,7008.81,1978.28,Proj4
2018-03-28,5265.87,6949.23,1683.36,Proj4
2018-03-29,5239.29,7063.45,1824.16,Proj2
2018-04-02,5249.06,6870.12,1621.06,Proj3
2018-04-03,12538.724999999999,11800.176,1925.79,Proj9
2018-04-04,5277.39,7042.11,1764.72,Proj4
2018-04-05,5299.31,7076.55,1777.24,Proj4
2018-04-06,9122.094000000001,8298.132,1847.28,Proj5
2018-04-09,5221.12,6950.34,1729.22,Proj4
2018-04-10,5270.61,7094.3,1823.69,Proj1
2018-04-11,13579.2,12017.350999999999,1637.35,Proj9
2018-04-12,5306.46,7140.25,1833.79,Proj4
2018-04-13,5313.96,7106.65,1792.69,Proj7
2018-04-16,9506.52,8587.536,1874.88,Proj5
2018-04-17,5512.68,7281.1,1768.42,Proj3
2018-04-18,5392.32,7295.24,1902.92,Proj6
2018-04-19,5516.43,7238.06,1721.63,Proj6
2018-04-20,5402.99,7146.13,1743.14,Proj4
2018-04-23,13464.55,12118.62,1742.78,Proj9
2018-04-24,5262.25,7007.35,1745.1,Proj7
2018-04-25,5235.3,7003.74,1768.44,Proj4
2018-04-26,5392.22,7118.68,1726.46,Proj4
2018-04-27,5215.62,7119.8,1904.18,Proj6
2018-04-30,5365.37,7066.27,1700.9,Proj6
2018-05-01,5433.06,7130.7,1697.64,Proj3
2018-05-02,5351.3,7100.9,1749.6,Proj3
2018-05-03,5375.87,7088.15,1712.28,Proj4
2018-05-04,13983.425,12256.354,1616.25,Proj9
2018-05-07,5353.91,7265.21,1911.3,Proj2
2018-05-08,5651.93,7266.9,1614.97,Proj2
2018-05-09,5555.33,7339.91,1784.58,Proj7
2018-05-10,5638.52,7404.97,1766.45,Proj2
2018-05-11,5644.64,7402.88,1758.24,Proj6
2018-05-14,5656.48,7411.32,1754.84,Proj1
2018-05-15,5547.2,7351.63,1804.43,Proj8
2018-05-16,5611.79,7398.3,1786.51,Proj6
2018-05-17,5369.5,7382.47,2012.97,Proj7
2018-05-18,5471.38,7354.34,1882.96,Proj3
2018-05-21,5628.77,7394.04,1765.27,Proj4
2018-05-22,5343.82,7378.46,2034.64,Proj3
2018-05-23,5763.22,7425.96,1662.74,Proj8
2018-05-24,5649.71,7424.43,1774.72,Proj8
2018-05-25,5623.11,7433.85,1810.74,Proj1
2018-05-29,5589.13,7396.59,1807.46,Proj4
2018-05-30,9868.608,8954.939999999999,1979.89,Proj5
2018-05-31,14152.375,12651.604,1781.17,Proj9
2018-06-01,14638.475,12842.360999999999,1698.94,Proj9
2018-06-04,5830.12,7606.46,1776.34,Proj7
2018-06-05,5545.42,7637.86,2092.44,Proj2
2018-06-06,14868.099999999999,13071.707999999999,1742.0,Proj9
2018-06-07,5656.9,7635.07,1978.17,Proj7
2018-06-08,5769.98,7645.51,1875.53,Proj2
2018-06-11,5682.42,7659.93,1977.51,Proj3
2018-06-12,5687.61,7703.79,2016.18,Proj1
2018-06-13,5730.36,7695.7,1965.34,Proj3
2018-06-14,5932.84,7761.04,1828.2,Proj8
2018-06-15,6109.92,7746.38,1636.46,Proj8
2018-06-18,5741.79,7747.03,2005.24,Proj8
2018-06-19,5725.38,7725.59,2000.21,Proj4
2018-06-20,5878.96,7781.51,1902.55,Proj6
2018-06-21,5652.99,7712.95,2059.96,Proj7
2018-06-22,5749.11,7692.82,1943.71,Proj4
2018-06-25,5475.73,7532.01,2056.28,Proj2
2018-06-26,5476.24,7561.63,2085.39,Proj7
2018-06-27,5755.49,7445.08,1689.59,Proj7
2018-06-28,5676.27,7503.68,1827.41,Proj8
2018-06-29,5623.36,7510.3,1886.94,Proj7
2018-07-02,5558.27,7567.69,2009.42,Proj4
2018-07-03,5581.15,7502.67,1921.52,Proj1
2018-07-05,5712.32,7586.43,1874.12,Proj1
2018-07-06,5849.32,7688.39,1839.07,Proj3
2018-07-09,5638.51,7756.2,2117.69,Proj8
2018-07-10,14010.574999999999,13190.64,2154.97,Proj9
2018-07-11,5673.53,7716.61,2043.08,Proj8
2018-07-12,5844.71,7823.92,1979.21,Proj6
2018-07-13,5901.12,7825.98,1924.86,Proj3
2018-07-16,5879.58,7805.72,1926.14,Proj2
2018-07-17,5975.68,7855.12,1879.44,Proj6
2018-07-18,5708.45,7854.44,2145.99,Proj3
2018-07-19,5892.08,7825.3,1933.22,Proj3
2018-07-20,10511.172,9384.24,1980.66,Proj5
2018-07-23,14279.625,13331.179,2130.02,Proj9
2018-07-24,5903.86,7840.77,1936.91,Proj6
2018-07-25,5965.27,7932.24,1966.97,Proj1
2018-07-26,5965.01,7852.18,1887.17,Proj6
2018-07-27,10319.562,9284.904,2004.33,Proj5
2018-07-30,14750.725,12971.0,1729.71,Proj9
2018-07-31,5580.62,7671.79,2091.17,Proj3
2018-08-01,5699.08,7707.29,2008.21,Proj7
2018-08-02,5866.06,7802.69,1936.63,Proj8
2018-08-03,5870.22,7812.01,1941.79,Proj8
2018-08-06,6054.05,7859.68,1805.63,Proj7
2018-08-07,5685.72,7883.66,2197.94,Proj7
2018-08-08,6077.12,7888.33,1811.21,Proj4
2018-08-09,6131.77,7891.78,1760.01,Proj2
2018-08-10,10650.384,9406.931999999999,1922.23,Proj5
2018-08-13,5792.7,7819.71,2027.01,Proj4
2018-08-14,5807.14,7870.89,2063.75,Proj1
2018-08-15,5927.61,7774.12,1846.51,Proj2
2018-08-16,5882.03,7806.52,1924.49,Proj2
2018-08-17,5858.45,7816.33,1957.88,Proj8
2018-08-20,5815.06,7821.01,2005.95,Proj4
2018-08-21,10917.594000000001,9431.003999999999,1793.84,Proj5
2018-08-22,15115.875,13411.470000000001,1842.75,Proj9
2018-08-23,5985.61,7878.46,1892.85,Proj1
2018-08-24,5934.91,7945.98,2011.07,Proj1
2018-08-27,6059.72,8017.9,1958.18,Proj2
2018-08-28,6256.78,8030.04,1773.26,Proj6
2018-08-29,14895.599999999999,13786.472999999998,2151.45,Proj9
2018-08-30,14779.75,13750.212,2176.46,Proj9
2018-08-31,10521.413999999999,9731.448,2264.31,Proj5
2018-09-04,6068.81,8091.25,2022.44,Proj2
2018-09-05,5915.59,7995.17,2079.58,Proj2
2018-09-06,5991.08,7922.73,1931.65,Proj8
2018-09-07,5887.76,7902.54,2014.78,Proj3
2018-09-10,10651.788,9508.992,2006.5,Proj5
2018-09-11,5930.98,7972.47,2041.49,Proj6
2018-09-12,10488.978000000001,9545.076,2127.02,Proj5
2018-09-13,6163.77,8013.71,1849.94,Proj8
2018-09-14,5957.46,8010.04,2052.58,Proj8
2018-09-17,14764.400000000001,13422.842999999999,1990.03,Proj9
2018-09-18,5839.51,7956.11,2116.6,Proj2
2018-09-19,5847.11,7950.04,2102.93,Proj7
2018-09-20,5914.67,8028.23,2113.56,Proj4
2018-09-21,6079.69,7986.96,1907.27,Proj4
2018-09-24,14869.9,13588.525,2045.29,Proj9
2018-09-25,6099.6,8007.47,1907.87,Proj3
2018-09-26,5941.29,7990.37,2049.08,Proj7
2018-09-27,6055.27,8041.97,1986.7,Proj6
2018-09-28,6037.33,8046.35,2009.02,Proj1
2018-10-01,5953.29,8037.3,2084.01,Proj2
2018-10-02,5926.19,7999.55,2073.36,Proj1
2018-10-03,6026.04,8025.09,1999.05,Proj7
2018-10-04,5909.83,7879.51,1969.68,Proj1
2018-10-05,10485.576,9346.14,1963.13,Proj5
2018-10-08,5709.2,7735.95,2026.75,Proj1
2018-10-09,10310.580000000002,9285.624,2009.92,Proj5
2018-10-10,5389.61,7422.05,2032.44,Proj1
2018-10-11,13943.375,12459.402,1751.71,Proj9
2018-10-12,5706.68,7496.89,1790.21,Proj7
2018-10-15,5605.84,7430.74,1824.9,Proj7
2018-10-16,5779.07,7645.49,1866.42,Proj7
2018-10-17,14513.65,12992.59,1837.24,Proj9
2018-10-18,5872.99,7485.14,1612.15,Proj3
2018-10-19,5532.27,7449.03,1916.76,Proj6
2018-10-22,10556.676,8962.356,1603.81,Proj5
2018-10-23,13981.800000000001,12643.818,1844.82,Proj9
2018-10-24,5302.35,7108.4,1806.05,Proj8
2018-10-25,5447.32,7318.34,1871.02,Proj1
2018-10-26,5398.87,7167.21,1768.34,Proj3
2018-10-29,9474.93,8460.348,1786.44,Proj5
2018-10-30,5289.32,7161.65,1872.33,Proj8
2018-10-31,9596.052000000001,8767.08,1974.76,Proj5
2018-11-01,5623.31,7434.06,1810.75,Proj2
2018-11-02,5718.31,7356.99,1638.68,Proj8
2018-11-05,5564.04,7328.85,1764.81,Proj7
2018-11-06,9979.236,8851.152,1831.94,Proj5
2018-11-07,5690.9,7570.75,1879.85,Proj7
2018-11-08,14251.525,12802.496,1830.27,Proj9
2018-11-09,9979.272,8888.279999999999,1862.86,Proj5
2018-11-12,5265.88,7200.87,1934.99,Proj7
2018-11-13,5486.22,7200.87,1714.65,Proj6
2018-11-14,5583.77,7136.39,1552.62,Proj3
2018-11-15,9543.096000000001,8710.836,1957.31,Proj5
2018-11-16,5384.36,7247.87,1863.51,Proj3
2018-11-19,5132.87,7028.48,1895.61,Proj1
2018-11-20,5219.39,6908.82,1689.43,Proj8
2018-11-21,5275.63,6972.25,1696.62,Proj6
2018-11-23,5245.4,6938.98,1693.58,Proj1
2018-11-26,5151.26,7081.85,1930.59,Proj7
2018-11-27,5458.31,7082.7,1624.39,Proj3
2018-11-28,5397.14,7291.59,1894.45,Proj1
2018-11-29,5209.38,7273.08,2063.7,Proj4
2018-11-30,5312.67,7330.54,2017.87,Proj7
2018-12-03,5557.41,7441.51,1884.1,Proj2
2018-12-04,5348.43,7158.43,1810.0,Proj2
2018-12-06,5353.25,7188.26,1835.01,Proj7
2018-12-07,5342.67,6969.25,1626.58,Proj2
2018-12-10,5359.3,7020.52,1661.22,Proj8
2018-12-11,5360.9,7031.83,1670.93,Proj1
2018-12-12,5441.46,7098.31,1656.85,Proj4
2018-12-13,5337.97,7070.33,1732.36,Proj4
2018-12-14,5127.71,6910.66,1782.95,Proj6
2018-12-17,5021.88,6753.73,1731.85,Proj2
2018-12-18,5101.15,6783.91,1682.76,Proj1
2018-12-19,5040.56,6636.83,1596.27,Proj4
2018-12-20,4980.09,6528.41,1548.32,Proj1
2018-12-21,8302.194,7599.588,1720.66,Proj5
2018-12-24,4491.8,6192.92,1701.12,Proj8
2018-12-26,4858.78,6554.36,1695.58,Proj7
2018-12-27,4998.3,6579.49,1581.19,Proj4
2018-12-28,4905.1,6584.52,1679.42,Proj1
2018-12-31,12740.95,11279.975999999999,1538.9,Proj9
2019-01-02,5036.59,6665.94,1629.35,Proj3
2019-01-03,4792.77,6463.5,1670.73,Proj8
2019-01-04,5080.23,6738.86,1658.63,Proj4
2019-01-07,5048.21,6823.47,1775.26,Proj3
2019-01-08,5117.21,6897.0,1779.79,Proj4
2019-01-09,5264.32,6957.08,1692.76,Proj3
2019-01-10,5290.19,6986.07,1695.88,Proj3
2019-01-11,12983.099999999999,11851.516,1778.24,Proj9
2019-01-14,5249.7,6905.92,1656.22,Proj2
2019-01-15,13495.599999999999,11940.511,1625.59,Proj9
2019-01-16,5285.25,7034.69,1749.44,Proj2
2019-01-17,9619.92,8501.351999999999,1740.06,Proj5
2019-01-18,5357.22,7157.23,1800.01,Proj3
2019-01-22,5122.29,7020.36,1898.07,Proj2
2019-01-23,5306.74,7025.77,1719.03,Proj8
2019-01-24,9668.538,8488.152,1702.05,Proj5
2019-01-25,5370.42,7164.86,1794.44,Proj6
2019-01-28,5452.46,7085.68,1633.22,Proj4
2019-01-29,5304.88,7028.29,1723.41,Proj6
2019-01-30,5470.72,7183.08,1712.36,Proj4
2019-01-31,13935.35,12378.957999999999,1707.6,Proj9
2019-02-01,5336.46,7263.87,1927.41,Proj6
2019-02-04,5673.35,7347.54,1674.19,Proj3
2019-02-05,5488.21,7402.08,1913.87,Proj3
2019-02-06,5339.18,7375.28,2036.1,Proj2
2019-02-07,5474.82,7288.35,1813.53,Proj7
2019-02-08,5368.48,7298.2,1929.72,Proj1
2019-02-11,5577.81,7307.9,1730.09,Proj3
2019-02-12,5464.66,7414.62,1949.96,Proj7
2019-02-13,13829.55,12614.646,1888.56,Proj9
2019-02-14,5669.18,7426.95,1757.77,Proj6
2019-02-15,5672.78,7472.41,1799.63,Proj6
2019-02-19,13910.375,12727.509,1922.62,Proj9
2019-02-20,13728.900000000001,12731.419,1997.51,Proj9
2019-02-21,5601.11,7459.71,1858.6,Proj2
2019-02-22,5638.46,7527.54,1889.08,Proj1
2019-02-25,14666.525,12842.582,1687.85,Proj9
2019-02-26,5688.18,7549.3,1861.12,Proj3
2019-02-27,5707.49,7554.51,1847.02,Proj8
2019-02-28,5728.18,7532.53,1804.35,Proj4
2019-03-01,5611.39,7595.35,1983.96,Proj6
2019-03-04,5760.5,7577.57,1817.07,Proj8
2019-03-05,5718.2,7576.36,1858.16,Proj3
2019-03-06,5758.85,7505.92,1747.07,Proj1
2019-03-07,9976.662,8905.752,1878.87,Proj5
2019-03-08,5793.26,7408.14,1614.88,Proj2
2019-03-11,5739.41,7558.06,1818.65,Proj2
2019-03-12,9996.84,9109.235999999999,2037.23,Proj5
2019-03-13,5611.0,7643.41,2032.41,Proj6
2019-03-14,5571.71,7630.91,2059.2,Proj1
2019-03-15,5749.37,7688.53,1939.16,Proj2
2019-03-18,5786.22,7714.48,1928.26,Proj8
2019-03-19,5849.33,7723.95,1874.62,Proj6
2019-03-20,5827.5,7728.97,1901.47,Proj4
2019-03-21,5831.55,7838.96,2007.41,Proj4
2019-03-22,10175.022,9171.204,1989.88,Proj5
2019-03-25,5795.57,7637.54,1841.97,Proj6
2019-03-26,5788.14,7691.52,1903.38,Proj8
2019-03-27,5610.95,7643.38,2032.43,Proj3
2019-03-28,5897.92,7669.17,1771.25,Proj1
2019-03-29,5700.09,7729.32,2029.23,Proj6
2019-04-01,10553.4,9394.692,1965.91,Proj5
2019-04-02,5690.33,7848.69,2158.36,Proj8
2019-04-03,10707.804,9474.66,1946.77,Proj5
2019-04-04,10469.502,9470.135999999999,2075.39,Proj5
2019-04-05,6011.93,7938.69,1926.76,Proj2
2019-04-08,6031.9,7953.88,1921.98,Proj7
2019-04-09,5861.01,7909.28,2048.27,Proj8
2019-04-10,6026.72,7964.24,1937.52,Proj3
2019-04-11,5959.34,7947.36,1988.02,Proj4
2019-04-12,5852.9,7984.16,2131.26,Proj6
2019-04-15,5898.55,7976.01,2077.46,Proj2
2019-04-16,5970.38,8000.23,2029.85,Proj7
2019-04-17,10540.854,9595.296,2140.05,Proj5
2019-04-18,10690.253999999999,9597.672,2059.03,Proj5
2019-04-22,5999.89,8015.27,2015.38,Proj7
2019-04-23,15556.65,13805.393999999998,1898.16,Proj9
2019-04-24,15086.35,13773.417,2067.47,Proj9
2019-04-25,5976.83,8118.68,2141.85,Proj8
2019-04-26,15491.625,13848.88,1949.75,Proj9
2019-04-29,6270.29,8161.85,1891.56,Proj2
2019-04-30,6191.87,8095.39,1903.52,Proj7
2019-05-01,5984.04,8049.64,2065.6,Proj3
2019-05-02,6185.16,8036.77,1851.61,Proj4
2019-05-03,6018.57,8164.0,2145.43,Proj2
2019-05-06,6088.32,8123.29,2034.97,Proj3
2019-05-07,5959.13,7963.76,2004.63,Proj8
2019-05-08,6032.51,7943.32,1910.81,Proj1
2019-05-09,10480.5,9492.708,2088.09,Proj5
2019-05-10,6026.49,7916.94,1890.45,Proj6
2019-05-13,5689.96,7647.02,1957.06,Proj2
2019-05-14,5847.37,7734.49,1887.12,Proj2
2019-05-15,14240.625,13297.654999999999,2125.9,Proj9
2019-05-16,6045.56,7898.05,1852.49,Proj8
2019-05-17,14998.65,13287.676,1816.82,Proj9
2019-05-20,5654.1,7702.38,2048.28,Proj4
2019-05-21,5677.96,7785.72,2107.76,Proj3
2019-05-22,5754.57,7750.84,1996.27,Proj4
2019-05-23,5816.98,7628.28,1811.3,Proj3
2019-05-24,10491.822,9164.412,1808.22,Proj5
2019-05-28,5693.44,7607.35,1913.91,Proj3
2019-05-29,10224.18,9056.772,1867.21,Proj5
2019-05-30,5703.6,7567.72,1864.12,Proj7
2019-05-31,5724.76,7453.15,1728.39,Proj4
2019-06-03,5571.5,7333.02,1761.52,Proj7
2019-06-04,10378.098,9032.544,1761.51,Proj5
2019-06-05,5835.56,7575.48,1739.92,Proj3
2019-06-06,5593.0,7615.55,2022.55,Proj8
2019-06-07,5663.29,7742.1,2078.81,Proj4
2019-06-10,14932.425000000001,13299.389,1850.2,Proj9
2019-06-11,5915.5,7822.57,1907.07,Proj1
2019-06-12,5796.1,7792.72,1996.62,Proj8
2019-06-13,5874.87,7837.13,1962.26,Proj1
2019-06-14,15115.25,13254.322,1750.56,Proj9
2019-06-17,5863.36,7845.02,1981.66,Proj4
2019-06-18,15055.650000000001,13521.596,1931.62,Proj9
2019-06-19,6022.43,7987.32,1964.89,Proj3
2019-06-20,6107.82,8051.34,1943.52,Proj2
2019-06-21,5987.16,8031.71,2044.55,Proj2
2019-06-24,6142.97,8005.7,1862.73,Proj7
2019-06-25,5862.17,7884.72,2022.55,Proj1
2019-06-26,5887.29,7909.97,2022.68,Proj7
2019-06-27,15588.525,13545.192000000001,1732.35,Proj9
2019-06-28,5963.77,8006.24,2042.47,Proj6
2019-07-01,6077.49,8091.16,2013.67,Proj4
2019-07-02,6016.87,8109.09,2092.22,Proj2
2019-07-03,6269.63,8170.23,1900.6,Proj4
2019-07-05,6132.79,8161.79,2029.0,Proj4
2019-07-08,15667.05,13767.246,1831.56,Proj9
2019-07-09,11144.97,9770.076,1950.08,Proj5
2019-07-10,15504.575,13944.301000000001,2000.7,Proj9
2019-07-11,15298.3,13933.268000000002,2076.72,Proj9
2019-07-12,6210.14,8244.14,2034.0,Proj4
2019-07-15,6322.73,8258.19,1935.46,Proj7
2019-07-16,5975.8,8222.8,2247.0,Proj3
2019-07-17,10904.814,9822.252,2126.98,Proj5
2019-07-18,6115.48,8207.24,2091.76,Proj3
2019-07-19,11011.428,9775.787999999999,2029.03,Proj5
2019-07-22,6389.11,8204.14,1815.03,Proj3
2019-07-23,11049.282,9901.679999999998,2112.91,Proj5
2019-07-24,6097.54,8321.5,2223.96,Proj3
2019-07-25,15143.175000000001,14005.518000000002,2181.27,Proj9
2019-07-26,6198.99,8330.21,2131.22,Proj4
2019-07-29,6298.6,8293.33,1994.73,Proj3
2019-07-30,11201.382,9928.332,2050.62,Proj5
2019-07-31,6073.27,8175.42,2102.15,Proj7
2019-08-01,11199.582,9733.344,1889.14,Proj5
2019-08-02,5849.33,8004.07,2154.74,Proj3
2019-08-05,5638.48,7726.04,2087.56,Proj7
2019-08-06,5780.91,7833.27,2052.36,Proj1
2019-08-07,5766.29,7862.83,2096.54,Proj8
2019-08-08,6026.05,8039.16,2013.11,Proj1
2019-08-09,5791.7,7959.14,2167.44,Proj1
2019-08-12,5995.99,7863.41,1867.42,Proj4
2019-08-13,6055.89,8016.36,1960.47,Proj4
2019-08-14,10582.866,9328.728,1894.57,Proj5
2019-08-15,5774.84,7766.62,1991.78,Proj7
2019-08-16,5848.79,7895.99,2047.2,Proj4
2019-08-19,14954.15,13604.777,2021.15,Proj9
2019-08-20,6049.72,7948.56,1898.84,Proj2
2019-08-21,6059.71,8020.21,1960.5,Proj1
2019-08-22,14924.925000000001,13585.363,2021.42,Proj9
2019-08-23,5696.51,7751.77,2055.26,Proj2
2019-08-26,5921.22,7853.74,1932.52,Proj4
2019-08-27,14549.475,13305.814999999999,2007.16,Proj9
2019-08-28,5982.18,7856.88,1874.7,Proj7
2019-08-29,5871.73,7973.39,2101.66,Proj1
2019-08-30,15010.025000000001,13536.896,1958.87,Proj9
2019-09-03,5811.76,7874.16,2062.4,Proj7
2019-09-04,5965.75,7976.88,2011.13,Proj1
2019-09-05,6095.79,8116.83,2021.04,Proj2
2019-09-06,6008.96,8103.07,2094.11,Proj8
2019-09-09,6036.6,8087.44,2050.84,Proj6
2019-09-10,6025.03,8084.16,2059.13,Proj3
2019-09-11,5984.52,8169.68,2185.16,Proj8
2019-09-12,11215.638,9833.364,1963.56,Proj5
2019-09-13,6024.03,8176.71,2152.68,Proj3
2019-09-16,6006.01,8153.54,2147.53,Proj2
2019-09-17,6203.0,8186.02,1983.02,Proj7
2019-09-18,6154.91,8177.39,2022.48,Proj6
2019-09-19,6380.36,8182.88,1802.52,Proj4
2019-09-20,6027.04,8117.67,2090.63,Proj7
2019-09-23,6045.31,8112.46,2067.15,Proj6
2019-09-24,5928.79,7993.63,2064.84,Proj2
2019-09-25,15252.825,13731.546,1976.25,Proj9
2019-09-26,6043.36,8030.66,1987.3,Proj4
2019-09-27,5779.49,7939.63,2160.14,Proj3
2019-09-30,15096.25,13598.878,1960.84,Proj9
2019-10-01,5843.78,7908.68,2064.9,Proj1
2019-10-02,6004.05,7785.25,1781.2,Proj2
2019-10-03,5981.25,7872.26,1891.01,Proj6
2019-10-04,14876.625,13570.199,2031.82,Proj9
2019-10-07,5949.69,7956.29,2006.6,Proj3
2019-10-08,5911.47,7823.78,1912.31,Proj3
2019-10-09,5865.57,7903.74,2038.17,Proj8
2019-10-10,5956.03,7950.78,1994.75,Proj8
2019-10-11,5926.66,8057.04,2130.38,Proj4
2019-10-14,6098.49,8048.65,1950.16,Proj3
2019-10-15,6193.03,8148.71,1955.68,Proj8
2019-10-16,6038.41,8124.18,2085.77,Proj3
2019-10-17,6201.75,8156.85,1955.1,Proj6
2019-10-18,6060.58,8089.54,2028.96,Proj2
2019-10-21,15251.900000000001,13877.082999999999,2062.23,Proj9
2019-10-22,15119.25,13777.31,2056.6,Proj9
2019-10-23,6113.31,8119.79,2006.48,Proj3
2019-10-24,6150.71,8185.8,2035.08,Proj3
2019-10-25,6127.58,8243.12,2115.54,Proj2
2019-10-28,11377.332,9991.188,2005.25,Proj5
2019-10-29,6256.99,8276.85,2019.86,Proj4
2019-10-30,6174.06,8303.98,2129.92,Proj6
2019-10-31,6385.28,8292.36,1907.08,Proj6
2019-11-01,6203.29,8386.4,2183.11,Proj1
2019-11-04,15629.125,14336.44,2181.55,Proj9
2019-11-05,6338.67,8434.68,2096.01,Proj8
2019-11-06,6164.81,8410.63,2245.82,Proj1
2019-11-07,6272.45,8434.52,2162.07,Proj2
2019-11-08,6258.47,8475.31,2216.84,Proj1
2019-11-11,6292.58,8464.28,2171.7,Proj8
2019-11-12,6386.54,8486.09,2099.55,Proj8
2019-11-13,6302.82,8482.1,2179.28,Proj7
2019-11-14,6581.65,8479.02,1897.37,Proj2
2019-11-15,6323.27,8540.83,2217.56,Proj8
2019-11-18,6581.17,8549.94,1968.77,Proj1
2019-11-19,11338.974,10284.792,2271.23,Proj5
2019-11-20,6562.61,8526.73,1964.12,Proj4
2019-11-21,6283.16,8506.21,2223.05,Proj7
2019-11-22,6430.39,8519.88,2089.49,Proj3
2019-11-25,6525.37,8632.49,2107.12,Proj6
2019-11-26,6504.91,8647.93,2143.01,Proj4
2019-11-27,11653.614,10446.216,2230.95,Proj5
2019-11-29,11706.516,10398.563999999998,2161.85,Proj5
2019-12-02,6290.19,8567.99,2277.8,Proj2
2019-12-03,6485.76,8520.64,2034.88,Proj7
2019-12-04,6384.93,8566.67,2181.74,Proj8
2019-12-05,6480.02,8570.7,2090.68,Proj1
2019-12-06,6692.87,8656.53,1963.66,Proj8
2019-12-09,6525.13,8621.83,2096.7,Proj6
2019-12-10,11701.476,10339.416,2115.36,Proj5
2019-12-11,6504.48,8654.05,2149.57,Proj3
2019-12-12,6712.41,8717.32,2004.92,Proj1
2019-12-13,6559.41,8734.88,2175.47,Proj1
2019-12-16,6467.35,8814.23,2346.88,Proj8
2019-12-17,11834.46,10588.032000000001,2248.66,Proj5
2019-12-18,6671.19,8827.74,2156.55,Proj4
2019-12-19,12035.682,10664.663999999999,2200.73,Proj5
2019-12-20,6807.76,8924.96,2117.2,Proj3
2019-12-23,6748.97,8945.65,2196.68,Proj1
2019-12-24,6783.2,8952.88,2169.68,Proj3
2019-12-26,17064.649999999998,15338.062999999998,2196.53,Proj9
2019-12-27,6624.58,9006.62,2382.04,Proj4
2019-12-30,6831.27,8945.99,2114.72,Proj4
2019-12-31,6858.45,8972.6,2114.15,Proj4
2020-01-02,6713.73,9092.19,2378.46,Proj8
2020-01-03,6681.04,9020.77,2339.73,Proj7
2020-01-06,6824.31,9071.47,2247.16,Proj6
2020-01-07,12098.448,10882.296,2347.22,Proj5
2020-01-08,6836.4,9129.24,2292.85,Proj6
2020-01-09,17310.375,15645.831,2279.28,Proj9
2020-01-10,6949.98,9178.86,2228.88,Proj2
2020-01-13,6965.4,9273.93,2308.53,Proj6
2020-01-14,6787.31,9251.33,2464.02,Proj4
2020-01-15,7000.29,9258.7,2258.41,Proj2
2020-01-16,12367.080000000002,11228.555999999999,2486.53,Proj5
2020-01-17,6971.45,9388.94,2417.49,Proj6
2020-01-21,7028.78,9370.81,2342.03,Proj1
2020-01-22,7092.02,9383.77,2291.75,Proj8
2020-01-23,7208.5,9402.48,2193.98,Proj6
2020-01-24,6928.34,9314.91,2386.57,Proj4
2020-01-27,6858.07,9139.31,2281.24,Proj2
2020-01-28,12364.253999999999,11123.616,2400.65,Proj5
2020-01-29,6954.25,9275.16,2320.91,Proj4
