date,cost_of_sales,selling_price,net_profit,project_category,project_name
2018-04-24,5283.31,7007.35,1724.04,Category1,Proj1
2018-04-25,5348.64,7003.74,1655.1,Category1,Proj10
2018-04-26,5392.77,7118.68,1725.91,Category6,Proj1
2018-04-27,5293.36,7119.8,1826.44,Category3,Proj9
2018-04-30,5096.28,7066.27,1969.99,Category1,Proj6
2018-05-01,5375.8,7130.7,1754.9,Category5,Proj6
2018-05-02,5383.36,7100.9,1717.54,Category6,Proj1
2018-05-03,5291.81,7088.15,1796.34,Category2,Proj8
2018-05-04,5408.82,7209.62,1800.8,Category2,Proj8
2018-05-07,5496.85,7265.21,1768.36,Category3,Proj6
2018-05-08,5556.47,7266.9,1710.43,Category1,Proj7
2018-05-09,5433.09,7339.91,1906.82,Category6,Proj4
2018-05-10,5580.4,7404.97,1824.57,Category2,Proj8
2018-05-11,5624.09,7402.88,1778.79,Category3,Proj9
2018-05-14,5413.54,7411.32,1997.78,Category1,Proj9
2018-05-15,5570.46,7351.63,1781.17,Category2,Proj9
2018-05-16,5676.73,7398.3,1721.57,Category2,Proj1
2018-05-17,5715.82,7382.47,1666.65,Category6,Proj3
2018-05-18,5541.82,7354.34,1812.52,Category2,Proj10
2018-05-21,5633.87,7394.04,1760.17,Category4,Proj7
2018-05-22,5636.27,7378.46,1742.19,Category3,Proj7
2018-05-23,5579.93,7425.96,1846.03,Category4,Proj10
2018-05-24,5696.43,7424.43,1728.0,Category4,Proj7
2018-05-25,5666.62,7433.85,1767.23,Category2,Proj10
2018-05-29,5658.56,7396.59,1738.03,Category5,Proj10
2018-05-30,5422.11,7462.45,2040.34,Category3,Proj2
2018-05-31,5556.32,7442.12,1885.8,Category6,Proj1
2018-06-01,5733.57,7554.33,1820.76,Category4,Proj3
2018-06-04,5851.91,7606.46,1754.55,Category4,Proj3
2018-06-05,5649.27,7637.86,1988.59,Category4,Proj8
2018-06-06,5765.06,7689.24,1924.19,Category1,Proj4
2018-06-07,5673.42,7635.07,1961.65,Category1,Proj1
2018-06-08,5487.62,7645.51,2157.89,Category1,Proj7
2018-06-11,5758.63,7659.93,1901.3,Category2,Proj10
2018-06-12,5714.11,7703.79,1989.68,Category5,Proj8
2018-06-13,5687.49,7695.7,2008.21,Category4,Proj9
2018-06-14,5860.17,7761.04,1900.87,Category1,Proj2
2018-06-15,5751.15,7746.38,1995.23,Category4,Proj10
2018-06-18,5831.34,7747.03,1915.69,Category4,Proj8
2018-06-19,5770.86,7725.59,1954.73,Category6,Proj4
2018-06-20,5852.36,7781.51,1929.15,Category4,Proj6
2018-06-21,5809.46,7712.95,1903.49,Category2,Proj6
2018-06-22,5652.37,7692.82,2040.45,Category3,Proj10
2018-06-25,5673.93,7532.01,1858.08,Category2,Proj5
2018-06-26,5653.13,7561.63,1908.5,Category1,Proj3
2018-06-27,5513.79,7445.08,1931.29,Category4,Proj3
2018-06-28,5573.79,7503.68,1929.89,Category5,Proj2
2018-06-29,5624.47,7510.3,1885.83,Category1,Proj8
2018-07-02,5764.31,7567.69,1803.38,Category2,Proj3
2018-07-03,5461.4,7502.67,2041.27,Category1,Proj3
2018-07-05,5603.82,7586.43,1982.61,Category4,Proj3
2018-07-06,5903.69,7688.39,1784.7,Category3,Proj9
2018-07-09,5818.0,7756.2,1938.2,Category4,Proj4
2018-07-10,5911.14,7759.2,1848.06,Category2,Proj10
2018-07-11,5606.67,7716.61,2109.94,Category6,Proj10
2018-07-12,5904.67,7823.92,1919.25,Category5,Proj10
2018-07-13,6052.35,7825.98,1773.63,Category4,Proj1
2018-07-16,5851.52,7805.72,1954.2,Category2,Proj4
2018-07-17,5958.82,7855.12,1896.3,Category5,Proj7
2018-07-18,6036.55,7854.44,1817.89,Category3,Proj2
2018-07-19,5748.03,7825.3,2077.27,Category5,Proj7
2018-07-20,5873.21,7820.2,1946.99,Category3,Proj1
2018-07-23,5886.16,7841.87,1955.71,Category3,Proj4
2018-07-24,5639.3,7840.77,2201.47,Category6,Proj6
2018-07-25,5892.29,7932.24,2039.95,Category4,Proj8
2018-07-26,5835.81,7852.18,2016.37,Category4,Proj2
2018-07-27,5924.06,7737.42,1813.36,Category4,Proj6
2018-07-30,5678.23,7630.0,1951.77,Category6,Proj6
2018-07-31,5524.53,7671.79,2147.26,Category2,Proj3
2018-08-01,6015.07,7707.29,1692.22,Category2,Proj7
2018-08-02,5665.32,7802.69,2137.37,Category3,Proj6
2018-08-03,5881.21,7812.01,1930.8,Category4,Proj6
2018-08-06,5855.37,7859.68,2004.31,Category5,Proj5
2018-08-07,5939.93,7883.66,1943.73,Category2,Proj6
2018-08-08,5993.84,7888.33,1894.49,Category6,Proj9
2018-08-09,5953.92,7891.78,1937.86,Category1,Proj3
2018-08-10,5773.68,7839.11,2065.43,Category1,Proj6
2018-08-13,5910.88,7819.71,1908.83,Category6,Proj4
2018-08-14,6078.96,7870.89,1791.93,Category6,Proj6
2018-08-15,5648.79,7774.12,2125.33,Category4,Proj5
2018-08-16,5848.57,7806.52,1957.95,Category5,Proj2
2018-08-17,5842.94,7816.33,1973.39,Category3,Proj3
2018-08-20,6055.93,7821.01,1765.08,Category4,Proj3
2018-08-21,5905.52,7859.17,1953.65,Category4,Proj9
2018-08-22,6067.74,7889.1,1821.36,Category1,Proj9
2018-08-23,5930.51,7878.46,1947.95,Category4,Proj6
2018-08-24,5934.1,7945.98,2011.88,Category6,Proj5
2018-08-27,5975.45,8017.9,2042.45,Category5,Proj2
2018-08-28,5956.23,8030.04,2073.81,Category1,Proj6
2018-08-29,6110.2,8109.69,1999.49,Category1,Proj3
2018-08-30,5918.04,8088.36,2170.32,Category4,Proj5
2018-08-31,6197.89,8109.54,1911.65,Category6,Proj4
2018-09-04,6005.68,8091.25,2085.57,Category2,Proj1
2018-09-05,6032.79,7995.17,1962.38,Category5,Proj9
2018-09-06,6078.77,7922.73,1843.96,Category2,Proj7
2018-09-07,5933.49,7902.54,1969.05,Category4,Proj5
2018-09-10,6082.68,7924.16,1841.48,Category2,Proj9
2018-09-11,6000.57,7972.47,1971.9,Category4,Proj9
2018-09-12,6098.96,7954.23,1855.27,Category2,Proj9
2018-09-13,5924.97,8013.71,2088.74,Category4,Proj8
2018-09-14,6095.19,8010.04,1914.85,Category5,Proj2
2018-09-17,6115.06,7895.79,1780.73,Category5,Proj10
2018-09-18,6032.35,7956.11,1923.76,Category5,Proj10
2018-09-19,5847.38,7950.04,2102.66,Category2,Proj3
2018-09-20,5880.22,8028.23,2148.01,Category1,Proj6
2018-09-21,5838.09,7986.96,2148.87,Category5,Proj8
2018-09-24,5976.81,7993.25,2016.44,Category3,Proj2
2018-09-25,6191.27,8007.47,1816.2,Category2,Proj6
2018-09-26,5950.47,7990.37,2039.9,Category3,Proj9
2018-09-27,6033.68,8041.97,2008.29,Category4,Proj9
2018-09-28,5983.55,8046.35,2062.8,Category5,Proj7
2018-10-01,6084.44,8037.3,1952.86,Category2,Proj7
2018-10-02,6000.79,7999.55,1998.76,Category1,Proj5
2018-10-03,5971.43,8025.09,2053.66,Category1,Proj3
2018-10-04,6003.05,7879.51,1876.46,Category2,Proj3
2018-10-05,6041.69,7788.45,1746.76,Category3,Proj2
2018-10-08,5907.4,7735.95,1828.55,Category3,Proj9
2018-10-09,5861.97,7738.02,1876.05,Category4,Proj5
2018-10-10,5498.16,7422.05,1923.89,Category1,Proj4
2018-10-11,5635.94,7329.06,1693.12,Category1,Proj2
2018-10-12,5782.35,7496.89,1714.54,Category1,Proj1
2018-10-15,5670.1,7430.74,1760.64,Category1,Proj10
2018-10-16,5827.33,7645.49,1818.16,Category5,Proj2
2018-10-17,5828.1,7642.7,1814.6,Category6,Proj9
2018-10-18,5453.64,7485.14,2031.5,Category4,Proj9
2018-10-19,5745.72,7449.03,1703.31,Category1,Proj9
2018-10-22,5570.57,7468.63,1898.06,Category1,Proj8
2018-10-23,5567.13,7437.54,1870.41,Category6,Proj6
2018-10-24,5521.4,7108.4,1587.0,Category5,Proj7
2018-10-25,5381.83,7318.34,1936.51,Category6,Proj3
2018-10-26,5473.75,7167.21,1693.46,Category5,Proj9
2018-10-29,5335.79,7050.29,1714.5,Category4,Proj10
2018-10-30,5316.98,7161.65,1844.67,Category6,Proj2
2018-10-31,5476.37,7305.9,1829.53,Category3,Proj6
2018-11-01,5558.44,7434.06,1875.62,Category2,Proj6
2018-11-02,5650.61,7356.99,1706.38,Category3,Proj5
2018-11-05,5463.55,7328.85,1865.3,Category4,Proj1
2018-11-06,5503.92,7375.96,1872.04,Category2,Proj3
2018-11-07,5777.74,7570.75,1793.01,Category3,Proj6
2018-11-08,5587.72,7530.88,1943.16,Category4,Proj2
2018-11-09,5499.75,7406.9,1907.15,Category4,Proj3
2018-11-12,5455.67,7200.87,1745.2,Category5,Proj10
2018-11-13,5326.41,7200.87,1874.46,Category2,Proj1
2018-11-14,5365.71,7136.39,1770.68,Category2,Proj1
2018-11-15,5590.77,7259.03,1668.26,Category2,Proj8
2018-11-16,5379.17,7247.87,1868.7,Category1,Proj4
2018-11-19,5443.0,7028.48,1585.48,Category3,Proj4
2018-11-20,5199.45,6908.82,1709.37,Category1,Proj3
2018-11-21,5257.41,6972.25,1714.84,Category5,Proj6
2018-11-23,5226.95,6938.98,1712.03,Category3,Proj5
2018-11-26,5441.98,7081.85,1639.87,Category4,Proj1
2018-11-27,5332.16,7082.7,1750.54,Category2,Proj3
2018-11-28,5376.36,7291.59,1915.23,Category6,Proj10
2018-11-29,5508.71,7273.08,1764.37,Category6,Proj5
2018-11-30,5388.28,7330.54,1942.26,Category4,Proj3
2018-12-03,5642.57,7441.51,1798.94,Category2,Proj5
2018-12-04,5239.73,7158.43,1918.7,Category5,Proj8
2018-12-06,5353.42,7188.26,1834.84,Category4,Proj10
2018-12-07,5157.57,6969.25,1811.68,Category6,Proj9
2018-12-10,5407.18,7020.52,1613.34,Category2,Proj3
2018-12-11,5283.04,7031.83,1748.79,Category6,Proj8
2018-12-12,5387.86,7098.31,1710.45,Category3,Proj10
2018-12-13,5332.1,7070.33,1738.23,Category2,Proj5
2018-12-14,5116.06,6910.66,1794.6,Category3,Proj9
2018-12-17,5050.22,6753.73,1703.51,Category2,Proj3
2018-12-18,5074.27,6783.91,1709.64,Category4,Proj9
2018-12-19,4901.05,6636.83,1735.78,Category3,Proj5
2018-12-20,4840.24,6528.41,1688.17,Category1,Proj2
2018-12-21,4657.75,6332.99,1675.24,Category2,Proj8
2018-12-24,4712.85,6192.92,1480.07,Category6,Proj5
2018-12-26,4936.35,6554.36,1618.01,Category6,Proj5
2018-12-27,5047.9,6579.49,1531.59,Category5,Proj2
2018-12-28,4998.73,6584.52,1585.79,Category6,Proj8
2018-12-31,4910.74,6635.28,1724.54,Category2,Proj9
2019-01-02,4956.77,6665.94,1709.17,Category1,Proj8
2019-01-03,4839.05,6463.5,1624.45,Category2,Proj7
2019-01-04,5075.02,6738.86,1663.84,Category5,Proj9
2019-01-07,5008.54,6823.47,1814.93,Category4,Proj1
2019-01-08,5069.05,6897.0,1827.95,Category2,Proj2
2019-01-09,5209.18,6957.08,1747.9,Category2,Proj2
2019-01-10,5267.19,6986.07,1718.88,Category2,Proj5
2019-01-11,5078.99,6971.48,1892.49,Category1,Proj2
2019-01-14,5250.39,6905.92,1655.53,Category6,Proj4
2019-01-15,5203.12,7023.83,1820.71,Category2,Proj1
2019-01-16,5292.19,7034.69,1742.5,Category4,Proj5
2019-01-17,5372.04,7084.46,1712.42,Category4,Proj2
2019-01-18,5323.35,7157.23,1833.88,Category1,Proj4
2019-01-22,5300.76,7020.36,1719.6,Category4,Proj5
2019-01-23,5271.3,7025.77,1754.47,Category6,Proj7
2019-01-24,5288.08,7073.46,1785.38,Category4,Proj2
2019-01-25,5562.45,7164.86,1602.41,Category6,Proj9
2019-01-28,5329.45,7085.68,1756.23,Category6,Proj1
2019-01-29,5340.79,7028.29,1687.5,Category4,Proj9
2019-01-30,5249.9,7183.08,1933.18,Category6,Proj9
2019-01-31,5461.09,7281.74,1820.65,Category4,Proj1
2019-02-01,5456.62,7263.87,1807.25,Category6,Proj4
2019-02-04,5481.18,7347.54,1866.36,Category6,Proj2
2019-02-05,5519.47,7402.08,1882.61,Category5,Proj4
2019-02-06,5433.38,7375.28,1941.9,Category4,Proj9
2019-02-07,5451.81,7288.35,1836.54,Category4,Proj7
2019-02-08,5480.98,7298.2,1817.22,Category6,Proj7
2019-02-11,5476.71,7307.9,1831.19,Category1,Proj10
2019-02-12,5655.24,7414.62,1759.38,Category1,Proj4
2019-02-13,5613.88,7420.38,1806.5,Category3,Proj6
2019-02-14,5680.93,7426.95,1746.02,Category1,Proj4
2019-02-15,5567.88,7472.41,1904.53,Category5,Proj4
2019-02-19,5623.57,7486.77,1863.2,Category6,Proj2
2019-02-20,5668.24,7489.07,1820.83,Category1,Proj8
2019-02-21,5642.24,7459.71,1817.47,Category4,Proj8
2019-02-22,5798.79,7527.54,1728.75,Category3,Proj6
2019-02-25,5601.25,7554.46,1953.21,Category3,Proj6
2019-02-26,5683.78,7549.3,1865.52,Category4,Proj4
2019-02-27,5636.9,7554.51,1917.61,Category6,Proj1
2019-02-28,5632.1,7532.53,1900.43,Category5,Proj9
2019-03-01,5728.68,7595.35,1866.67,Category2,Proj9
2019-03-04,5780.79,7577.57,1796.78,Category3,Proj2
2019-03-05,5741.21,7576.36,1835.15,Category3,Proj8
2019-03-06,5632.99,7505.92,1872.93,Category5,Proj1
2019-03-07,5563.02,7421.46,1858.44,Category5,Proj3
2019-03-08,5653.66,7408.14,1754.48,Category1,Proj9
2019-03-11,5608.11,7558.06,1949.95,Category5,Proj8
2019-03-12,5682.57,7591.03,1908.46,Category6,Proj8
2019-03-13,5573.19,7643.41,2070.22,Category5,Proj5
2019-03-14,5609.56,7630.91,2021.35,Category3,Proj8
2019-03-15,5977.79,7688.53,1710.74,Category6,Proj9
2019-03-18,5772.44,7714.48,1942.04,Category2,Proj6
2019-03-19,5851.85,7723.95,1872.1,Category2,Proj5
2019-03-20,5819.16,7728.97,1909.81,Category5,Proj1
2019-03-21,6000.06,7838.96,1838.9,Category6,Proj3
2019-03-22,5694.79,7642.67,1947.88,Category4,Proj4
2019-03-25,5768.39,7637.54,1869.15,Category1,Proj7
2019-03-26,5902.48,7691.52,1789.04,Category4,Proj8
2019-03-27,5723.57,7643.38,1919.81,Category1,Proj6
2019-03-28,5784.44,7669.17,1884.73,Category2,Proj1
2019-03-29,5692.28,7729.32,2037.04,Category4,Proj4
2019-04-01,5755.33,7828.91,2073.58,Category1,Proj8
2019-04-02,5909.4,7848.69,1939.29,Category5,Proj10
2019-04-03,5791.78,7895.55,2103.77,Category6,Proj7
2019-04-04,5861.98,7891.78,2029.8,Category3,Proj7
2019-04-05,5868.32,7938.69,2070.37,Category6,Proj1
2019-04-08,5879.95,7953.88,2073.93,Category5,Proj8
2019-04-09,6067.44,7909.28,1841.83,Category2,Proj1
2019-04-10,6012.73,7964.24,1951.51,Category5,Proj5
2019-04-11,6054.02,7947.36,1893.34,Category5,Proj6
2019-04-12,6173.6,7984.16,1810.56,Category2,Proj9
2019-04-15,6005.13,7976.01,1970.88,Category6,Proj4
2019-04-16,5828.58,8000.23,2171.65,Category4,Proj4
2019-04-17,6059.5,7996.08,1936.58,Category6,Proj4
2019-04-18,5854.39,7998.06,2143.67,Category6,Proj5
2019-04-22,6149.55,8015.27,1865.72,Category4,Proj10
2019-04-23,6145.43,8120.82,1975.39,Category4,Proj8
2019-04-24,6054.77,8102.01,2047.24,Category6,Proj8
2019-04-25,6246.79,8118.68,1871.89,Category3,Proj4
2019-04-26,6120.43,8146.4,2025.97,Category2,Proj4
2019-04-29,6027.95,8161.85,2133.9,Category5,Proj6
2019-04-30,6194.52,8095.39,1900.87,Category3,Proj8
2019-05-01,5985.55,8049.64,2064.09,Category4,Proj4
2019-05-02,5920.96,8036.77,2115.81,Category5,Proj5
2019-05-03,6181.37,8164.0,1982.63,Category4,Proj10
2019-05-06,6075.21,8123.29,2048.08,Category1,Proj5
2019-05-07,5863.16,7963.76,2100.6,Category5,Proj10
2019-05-08,5972.67,7943.32,1970.65,Category6,Proj1
2019-05-09,6054.66,7910.59,1855.93,Category1,Proj6
2019-05-10,5928.33,7916.94,1988.61,Category2,Proj3
2019-05-13,5538.73,7647.02,2108.29,Category1,Proj2
2019-05-14,5914.3,7734.49,1820.19,Category5,Proj5
2019-05-15,5944.65,7822.15,1877.5,Category4,Proj9
2019-05-16,5987.36,7898.05,1910.68,Category5,Proj4
2019-05-17,5835.19,7816.28,1981.09,Category6,Proj3
2019-05-20,5675.58,7702.38,2026.8,Category2,Proj3
2019-05-21,6028.43,7785.72,1757.29,Category6,Proj2
2019-05-22,5705.02,7750.84,2045.82,Category2,Proj4
2019-05-23,5848.99,7628.28,1779.29,Category3,Proj4
2019-05-24,5874.12,7637.01,1762.89,Category1,Proj7
2019-05-28,5423.52,7607.35,2183.83,Category5,Proj1
2019-05-29,5607.19,7547.31,1940.12,Category2,Proj8
2019-05-30,5469.6,7567.72,2098.12,Category4,Proj5
2019-05-31,5647.05,7453.15,1806.1,Category2,Proj8
2019-06-03,5477.81,7333.02,1855.21,Category5,Proj3
2019-06-04,5627.35,7527.12,1899.77,Category4,Proj4
2019-06-05,5791.11,7575.48,1784.37,Category5,Proj1
2019-06-06,5662.78,7615.55,1952.77,Category4,Proj8
2019-06-07,6077.98,7742.1,1664.12,Category1,Proj6
2019-06-10,5976.1,7823.17,1847.07,Category5,Proj10
2019-06-11,5895.7,7822.57,1926.87,Category3,Proj7
2019-06-12,5850.75,7792.72,1941.97,Category1,Proj3
2019-06-13,5921.91,7837.13,1915.22,Category5,Proj2
2019-06-14,5845.1,7796.66,1951.56,Category3,Proj10
2019-06-17,5893.6,7845.02,1951.42,Category3,Proj10
2019-06-18,6080.73,7953.88,1873.15,Category4,Proj6
2019-06-19,6064.4,7987.32,1922.92,Category4,Proj1
2019-06-20,5915.78,8051.34,2135.56,Category5,Proj7
2019-06-21,6101.05,8031.71,1930.66,Category3,Proj5
2019-06-24,5774.72,8005.7,2230.98,Category1,Proj2
2019-06-25,5877.63,7884.72,2007.09,Category3,Proj9
2019-06-26,5910.09,7909.97,1999.88,Category5,Proj8
2019-06-27,6049.21,7967.76,1918.55,Category2,Proj7
2019-06-28,6138.21,8006.24,1868.03,Category5,Proj8
2019-07-01,5944.78,8091.16,2146.38,Category3,Proj3
2019-07-02,6111.5,8109.09,1997.59,Category2,Proj3
2019-07-03,6057.28,8170.23,2112.95,Category3,Proj7
2019-07-05,6013.86,8161.79,2147.93,Category1,Proj3
2019-07-08,6070.02,8098.38,2028.36,Category1,Proj4
2019-07-09,6071.18,8141.73,2070.55,Category5,Proj5
2019-07-10,6249.2,8202.53,1953.33,Category1,Proj4
2019-07-11,6035.29,8196.04,2160.75,Category6,Proj2
2019-07-12,6143.24,8244.14,2100.9,Category2,Proj6
2019-07-15,6316.53,8258.19,1941.66,Category6,Proj1
2019-07-16,6177.19,8222.8,2045.61,Category5,Proj8
2019-07-17,6149.95,8185.21,2035.26,Category4,Proj1
2019-07-18,6321.11,8207.24,1886.13,Category2,Proj10
2019-07-19,6143.73,8146.49,2002.76,Category3,Proj5
2019-07-22,6201.73,8204.14,2002.41,Category5,Proj3
2019-07-23,6174.56,8251.4,2076.84,Category6,Proj9
2019-07-24,6377.37,8321.5,1944.13,Category3,Proj10
2019-07-25,6084.81,8238.54,2153.73,Category3,Proj2
2019-07-26,6268.43,8330.21,2061.78,Category1,Proj1
2019-07-29,6212.74,8293.33,2080.59,Category6,Proj4
2019-07-30,6072.06,8273.61,2201.55,Category3,Proj2
2019-07-31,6023.9,8175.42,2151.52,Category6,Proj1
2019-08-01,6107.18,8111.12,2003.94,Category2,Proj4
2019-08-02,5876.26,8004.07,2127.81,Category2,Proj3
2019-08-05,5713.44,7726.04,2012.6,Category2,Proj6
2019-08-06,5867.42,7833.27,1965.85,Category1,Proj7
2019-08-07,5835.96,7862.83,2026.87,Category4,Proj3
2019-08-08,6083.51,8039.16,1955.65,Category5,Proj9
2019-08-09,6016.17,7959.14,1942.97,Category6,Proj10
2019-08-12,5847.04,7863.41,2016.37,Category5,Proj1
2019-08-13,5924.62,8016.36,2091.74,Category3,Proj3
2019-08-14,5736.38,7773.94,2037.56,Category4,Proj1
2019-08-15,5893.24,7766.62,1873.38,Category2,Proj7
2019-08-16,5900.44,7895.99,1995.55,Category3,Proj10
2019-08-19,6006.4,8002.81,1996.41,Category2,Proj6
2019-08-20,6092.18,7948.56,1856.38,Category5,Proj1
2019-08-21,6098.23,8020.21,1921.98,Category6,Proj3
2019-08-22,6050.46,7991.39,1940.93,Category5,Proj7
2019-08-23,5762.01,7751.77,1989.76,Category3,Proj2
2019-08-26,6059.83,7853.74,1793.91,Category4,Proj6
2019-08-27,5912.6,7826.95,1914.35,Category2,Proj9
2019-08-28,5761.92,7856.88,2094.96,Category6,Proj9
2019-08-29,5943.12,7973.39,2030.27,Category4,Proj3
2019-08-30,5966.5,7962.88,1996.38,Category6,Proj10
2019-09-03,5836.67,7874.16,2037.49,Category3,Proj6
2019-09-04,5951.88,7976.88,2025.0,Category4,Proj5
2019-09-05,6006.54,8116.83,2110.29,Category2,Proj9
2019-09-06,6044.59,8103.07,2058.48,Category1,Proj1
2019-09-09,6122.25,8087.44,1965.19,Category4,Proj8
2019-09-10,5934.01,8084.16,2150.15,Category6,Proj10
2019-09-11,6080.54,8169.68,2089.14,Category5,Proj5
2019-09-12,6263.19,8194.47,1931.28,Category3,Proj2
2019-09-13,6045.09,8176.71,2131.62,Category1,Proj10
2019-09-16,6143.2,8153.54,2010.34,Category6,Proj10
2019-09-17,6148.16,8186.02,2037.86,Category1,Proj3
2019-09-18,6008.84,8177.39,2168.55,Category6,Proj9
2019-09-19,6070.84,8182.88,2112.04,Category3,Proj3
2019-09-20,5839.58,8117.67,2278.09,Category5,Proj4
2019-09-23,6086.9,8112.46,2025.56,Category1,Proj10
2019-09-24,6174.3,7993.63,1819.33,Category2,Proj7
2019-09-25,5850.9,8077.38,2226.48,Category1,Proj6
2019-09-26,6122.61,8030.66,1908.05,Category6,Proj7
2019-09-27,5838.61,7939.63,2101.02,Category4,Proj10
2019-09-30,5900.7,7999.34,2098.64,Category1,Proj6
2019-10-01,5944.13,7908.68,1964.55,Category4,Proj4
2019-10-02,5803.97,7785.25,1981.28,Category5,Proj7
2019-10-03,5989.62,7872.26,1882.64,Category5,Proj5
2019-10-04,6042.68,7982.47,1939.79,Category3,Proj3
2019-10-07,5985.58,7956.29,1970.71,Category5,Proj6
2019-10-08,5986.42,7823.78,1837.36,Category2,Proj4
2019-10-09,6114.54,7903.74,1789.2,Category4,Proj6
2019-10-10,6063.99,7950.78,1886.79,Category5,Proj2
2019-10-11,6063.82,8057.04,1993.22,Category6,Proj2
2019-10-14,6219.25,8048.65,1829.4,Category5,Proj4
2019-10-15,6268.68,8148.71,1880.03,Category6,Proj2
2019-10-16,6070.97,8124.18,2053.21,Category6,Proj9
2019-10-17,6108.23,8156.85,2048.62,Category5,Proj8
2019-10-18,6017.99,8089.54,2071.55,Category5,Proj3
2019-10-21,6143.64,8162.99,2019.35,Category1,Proj10
2019-10-22,6118.87,8104.3,1985.43,Category6,Proj10
2019-10-23,6004.18,8119.79,2115.61,Category4,Proj1
2019-10-24,6149.57,8185.8,2036.23,Category4,Proj2
2019-10-25,6268.6,8243.12,1974.52,Category5,Proj8
2019-10-28,6237.94,8325.99,2088.05,Category6,Proj4
2019-10-29,6174.54,8276.85,2102.31,Category5,Proj3
2019-10-30,6115.56,8303.98,2188.42,Category6,Proj6
2019-10-31,6283.61,8292.36,2008.75,Category1,Proj1
2019-11-01,6160.05,8386.4,2226.35,Category6,Proj5
2019-11-04,6435.03,8433.2,1998.17,Category2,Proj3
2019-11-05,6334.37,8434.68,2100.31,Category4,Proj3
2019-11-06,6253.05,8410.63,2157.58,Category1,Proj5
2019-11-07,6540.51,8434.52,1894.01,Category4,Proj6
2019-11-08,6364.54,8475.31,2110.77,Category6,Proj4
2019-11-11,6282.93,8464.28,2181.35,Category3,Proj9
2019-11-12,6303.06,8486.09,2183.03,Category5,Proj4
2019-11-13,6291.15,8482.1,2190.95,Category4,Proj5
2019-11-14,6321.94,8479.02,2157.08,Category5,Proj6
2019-11-15,6479.81,8540.83,2061.02,Category6,Proj2
2019-11-18,6469.25,8549.94,2080.69,Category6,Proj8
2019-11-19,6342.52,8570.66,2228.14,Category3,Proj8
2019-11-20,6348.5,8526.73,2178.23,Category2,Proj1
2019-11-21,6426.3,8506.21,2079.91,Category5,Proj10
2019-11-22,6582.05,8519.88,1937.83,Category3,Proj10
2019-11-25,6477.3,8632.49,2155.19,Category4,Proj6
2019-11-26,6326.29,8647.93,2321.64,Category2,Proj10
2019-11-27,6776.38,8705.18,1928.8,Category3,Proj9
2019-11-29,6410.07,8665.47,2255.4,Category2,Proj10
2019-12-02,6480.57,8567.99,2087.42,Category6,Proj8
2019-12-03,6431.0,8520.64,2089.64,Category1,Proj10
2019-12-04,6313.22,8566.67,2253.45,Category5,Proj9
2019-12-05,6470.18,8570.7,2100.52,Category3,Proj5
2019-12-06,6582.94,8656.53,2073.59,Category2,Proj4
2019-12-09,6457.25,8621.83,2164.58,Category4,Proj8
2019-12-10,6428.34,8616.18,2187.84,Category6,Proj6
2019-12-11,6460.59,8654.05,2193.46,Category4,Proj9
2019-12-12,6411.42,8717.32,2305.9,Category6,Proj1
2019-12-13,6571.68,8734.88,2163.2,Category6,Proj7
2019-12-16,6570.03,8814.23,2244.2,Category3,Proj9
2019-12-17,6557.65,8823.36,2265.71,Category4,Proj5
2019-12-18,6500.61,8827.74,2327.13,Category3,Proj4
2019-12-19,6476.44,8887.22,2410.78,Category3,Proj1
2019-12-20,6532.75,8924.96,2392.21,Category4,Proj2
2019-12-23,6626.1,8945.65,2319.55,Category4,Proj4
2019-12-24,6835.69,8952.88,2117.19,Category4,Proj5
2019-12-26,6692.53,9022.39,2329.86,Category4,Proj5
2019-12-27,6763.38,9006.62,2243.24,Category3,Proj7
2019-12-30,6807.56,8945.99,2138.43,Category1,Proj10
2019-12-31,6825.93,8972.6,2146.67,Category6,Proj5
2020-01-02,6786.89,9092.19,2305.3,Category3,Proj4
2020-01-03,6905.82,9020.77,2114.95,Category5,Proj1
2020-01-06,6927.53,9071.47,2143.94,Category6,Proj1
2020-01-07,6733.66,9068.58,2334.93,Category3,Proj9
2020-01-08,6750.83,9129.24,2378.41,Category3,Proj3
2020-01-09,6984.72,9203.43,2218.71,Category6,Proj5
2020-01-10,6933.83,9178.86,2245.03,Category4,Proj7
2020-01-13,6914.24,9273.93,2359.69,Category5,Proj3
2020-01-14,6997.5,9251.33,2253.83,Category3,Proj8
2020-01-15,6942.01,9258.7,2316.69,Category4,Proj2
2020-01-16,7133.09,9357.13,2224.04,Category2,Proj1
2020-01-17,7014.21,9388.94,2374.73,Category2,Proj7
2020-01-21,7188.12,9370.81,2182.68,Category2,Proj1
2020-01-22,7144.26,9383.77,2239.51,Category3,Proj6
2020-01-23,6948.8,9402.48,2453.68,Category3,Proj9
2020-01-24,7151.8,9314.91,2163.11,Category1,Proj3
2020-01-27,6884.17,9139.31,2255.14,Category2,Proj4
2020-01-28,7088.75,9269.68,2180.93,Category6,Proj10
2020-01-29,6957.06,9275.16,2318.1,Category5,Proj4
2020-01-30,6950.62,9298.93,2348.3,Category1,Proj1
2020-01-31,6964.64,9150.94,2186.31,Category1,Proj9
2020-02-03,7017.09,9273.4,2256.31,Category4,Proj6
2020-02-04,6963.39,9467.97,2504.58,Category3,Proj9
2020-02-05,7091.44,9508.68,2417.24,Category5,Proj3
